zipcode,income_level,grade,borough,cuisine_description,score
10011,high income,B,MANHATTAN,Pizza,19.5
10011,high income,B,MANHATTAN,Pizza/Italian,27.0
10011,high income,C,MANHATTAN,American,40.0
10011,high income,C,MANHATTAN,Japanese,42.0
10011,high income,P,MANHATTAN,American,5.33
10011,high income,P,MANHATTAN,Pizza,9.0
10011,high income,Z,MANHATTAN,American,49.0
10011,high income,Z,MANHATTAN,Japanese,2.0
10011,high income,Z,MANHATTAN,Pizza,19.0
10011,medium income,A,MANHATTAN,American,8.76
10011,medium income,A,MANHATTAN,Asian,12.0
10011,medium income,A,MANHATTAN,Bakery,12.0
10011,medium income,A,MANHATTAN,Caf̩/Coffee/Tea,7.88
10011,medium income,A,MANHATTAN,Chinese,12.0
10011,medium income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",8.29
10011,medium income,A,MANHATTAN,Italian,8.25
10011,medium income,A,MANHATTAN,Japanese,6.4
10011,medium income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",3.5
10011,medium income,A,MANHATTAN,Korean,10.5
10011,medium income,A,MANHATTAN,Mexican,9.67
10011,medium income,A,MANHATTAN,Sandwiches,10.0
10011,medium income,A,MANHATTAN,Spanish,9.71
10011,medium income,A,MANHATTAN,Thai,10.5
10011,medium income,A,MANHATTAN,Vietnamese/Cambodian/Malaysia,6.5
10011,medium income,B,MANHATTAN,American,23.5
10011,medium income,B,MANHATTAN,Bakery,21.0
10011,medium income,B,MANHATTAN,Caf̩/Coffee/Tea,27.0
10011,medium income,B,MANHATTAN,Chinese,14.0
10011,medium income,B,MANHATTAN,Spanish,22.0
10011,medium income,B,MANHATTAN,Vietnamese/Cambodian/Malaysia,19.5
10011,medium income,C,MANHATTAN,Caf̩/Coffee/Tea,38.0
10012,high income,A,MANHATTAN,American,9.21
10012,high income,A,MANHATTAN,Bakery,8.38
10012,high income,A,MANHATTAN,Bangladeshi,9.25
10012,high income,A,MANHATTAN,Caf̩/Coffee/Tea,7.63
10012,high income,A,MANHATTAN,Delicatessen,8.71
10012,high income,A,MANHATTAN,Eastern European,11.5
10012,high income,A,MANHATTAN,French,8.17
10012,high income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",7.56
10012,high income,A,MANHATTAN,Irish,12.0
10012,high income,A,MANHATTAN,Italian,9.46
10012,high income,A,MANHATTAN,Japanese,10.75
10012,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",9.33
10012,high income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.75
10012,high income,A,MANHATTAN,Mediterranean,9.29
10012,high income,A,MANHATTAN,Mexican,8.58
10012,high income,A,MANHATTAN,Middle Eastern,9.5
10012,high income,A,MANHATTAN,Moroccan,9.25
10012,high income,A,MANHATTAN,Pizza,5.75
10012,high income,A,MANHATTAN,Pizza/Italian,9.31
10012,high income,A,MANHATTAN,Sandwiches/Salads/Mixed Buffet,12.0
10012,high income,A,MANHATTAN,Seafood,10.71
10012,high income,A,MANHATTAN,Spanish,9.88
10012,high income,A,MANHATTAN,Thai,10.29
10012,high income,A,MANHATTAN,Turkish,8.67
10012,high income,A,MANHATTAN,Vegetarian,5.5
10012,high income,B,MANHATTAN,American,22.0
10012,high income,B,MANHATTAN,Bangladeshi,15.0
10012,high income,B,MANHATTAN,Caf̩/Coffee/Tea,18.0
10012,high income,B,MANHATTAN,Eastern European,23.0
10012,high income,B,MANHATTAN,Italian,17.0
10012,high income,B,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16.0
10012,high income,B,MANHATTAN,Mediterranean,21.5
10012,high income,B,MANHATTAN,Mexican,16.0
10012,high income,B,MANHATTAN,Moroccan,21.0
10012,high income,B,MANHATTAN,Pizza,26.0
10012,high income,B,MANHATTAN,Seafood,24.0
10012,high income,B,MANHATTAN,Spanish,18.0
10012,high income,B,MANHATTAN,Turkish,19.0
10012,high income,C,MANHATTAN,American,34.0
10012,high income,C,MANHATTAN,Eastern European,32.0
10012,high income,C,MANHATTAN,Italian,10.0
10012,high income,C,MANHATTAN,Middle Eastern,38.0
10012,high income,C,MANHATTAN,Pizza/Italian,2.0
10012,high income,P,MANHATTAN,Delicatessen,0.0
10012,high income,P,MANHATTAN,French,10.0
10012,high income,P,MANHATTAN,Pizza/Italian,4.0
10012,high income,Z,MANHATTAN,Mediterranean,33.0
10012,high income,Z,MANHATTAN,Vegetarian,17.0
10013,high income,A,MANHATTAN,American,9.15
10013,high income,A,MANHATTAN,Asian,9.21
10013,high income,A,MANHATTAN,Bakery,9.14
10013,high income,A,MANHATTAN,Caf̩/Coffee/Tea,7.57
10013,high income,A,MANHATTAN,Californian,11.0
10013,high income,A,MANHATTAN,Chinese,9.72
10013,high income,A,MANHATTAN,Chinese/Japanese,9.75
10013,high income,A,MANHATTAN,Continental,10.38
10013,high income,A,MANHATTAN,Delicatessen,10.41
10013,high income,A,MANHATTAN,Donuts,6.75
10013,high income,A,MANHATTAN,Eastern European,12.0
10013,high income,A,MANHATTAN,French,8.48
10013,high income,A,MANHATTAN,German,9.33
10013,high income,A,MANHATTAN,Greek,10.62
10013,high income,A,MANHATTAN,Hamburgers,9.43
10013,high income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",8.0
10013,high income,A,MANHATTAN,Indian,12.75
10013,high income,A,MANHATTAN,Italian,9.55
10013,high income,A,MANHATTAN,Japanese,9.75
10013,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",7.94
10013,high income,A,MANHATTAN,Korean,10.0
10013,high income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.71
10013,high income,A,MANHATTAN,Mediterranean,7.33
10013,high income,A,MANHATTAN,Mexican,8.83
10013,high income,A,MANHATTAN,Middle Eastern,10.75
10013,high income,A,MANHATTAN,Other,10.75
10013,high income,A,MANHATTAN,Pizza,10.71
10013,high income,A,MANHATTAN,Salads,7.5
10013,high income,A,MANHATTAN,Sandwiches,9.07
10013,high income,A,MANHATTAN,Sandwiches/Salads/Mixed Buffet,8.09
10013,high income,A,MANHATTAN,Seafood,10.0
10013,high income,A,MANHATTAN,Spanish,7.5
10013,high income,A,MANHATTAN,Steak,8.88
10013,high income,A,MANHATTAN,Tapas,9.0
10013,high income,A,MANHATTAN,Thai,9.8
10013,high income,A,MANHATTAN,Vegetarian,8.43
10013,high income,A,MANHATTAN,Vietnamese/Cambodian/Malaysia,8.88
10013,high income,B,MANHATTAN,American,19.75
10013,high income,B,MANHATTAN,Asian,21.0
10013,high income,B,MANHATTAN,Bakery,21.33
10013,high income,B,MANHATTAN,Caf̩/Coffee/Tea,24.0
10013,high income,B,MANHATTAN,Chinese,20.54
10013,high income,B,MANHATTAN,Chinese/Japanese,16.0
10013,high income,B,MANHATTAN,Delicatessen,19.25
10013,high income,B,MANHATTAN,French,19.25
10013,high income,B,MANHATTAN,German,19.0
10013,high income,B,MANHATTAN,Greek,14.0
10013,high income,B,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",18.0
10013,high income,B,MANHATTAN,Indian,22.67
10013,high income,B,MANHATTAN,Italian,20.11
10013,high income,B,MANHATTAN,Japanese,18.43
10013,high income,B,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.5
10013,high income,B,MANHATTAN,Mexican,19.0
10013,high income,B,MANHATTAN,Pizza,21.5
10013,high income,B,MANHATTAN,Sandwiches/Salads/Mixed Buffet,17.0
10013,high income,B,MANHATTAN,Seafood,17.0
10013,high income,B,MANHATTAN,Tapas,15.0
10013,high income,B,MANHATTAN,Vietnamese/Cambodian/Malaysia,22.29
10013,high income,C,MANHATTAN,American,49.75
10013,high income,C,MANHATTAN,Bakery,39.0
10013,high income,C,MANHATTAN,Chinese,32.46
10013,high income,C,MANHATTAN,Italian,27.33
10013,high income,C,MANHATTAN,Japanese,26.0
10013,high income,C,MANHATTAN,Korean,45.0
10013,high income,C,MANHATTAN,Vietnamese/Cambodian/Malaysia,26.0
10013,high income,P,MANHATTAN,American,4.67
10013,high income,P,MANHATTAN,Bakery,4.0
10013,high income,P,MANHATTAN,Chinese,3.43
10013,high income,P,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15.0
10013,high income,Z,MANHATTAN,American,21.0
10013,high income,Z,MANHATTAN,Caf̩/Coffee/Tea,11.0
10013,high income,Z,MANHATTAN,Chinese,16.0
10013,high income,Z,MANHATTAN,Continental,19.0
10013,high income,Z,MANHATTAN,Eastern European,25.0
10013,high income,Z,MANHATTAN,Indian,20.0
10013,high income,Z,MANHATTAN,Italian,12.0
10013,high income,Z,MANHATTAN,Japanese,6.0
10013,high income,Z,MANHATTAN,Vegetarian,18.0
10013,low income,A,MANHATTAN,American,10.67
10014,high income,A,MANHATTAN,American,9.3
10014,high income,A,MANHATTAN,Asian,9.33
10014,high income,A,MANHATTAN,Australian,13.0
10014,high income,A,MANHATTAN,Bakery,6.5
10014,high income,A,MANHATTAN,"Bottled beverages, including water, sodas, juices, etc.",12.0
10014,high income,A,MANHATTAN,Caf̩/Coffee/Tea,8.24
10014,high income,A,MANHATTAN,Chinese,8.43
10014,high income,A,MANHATTAN,Continental,8.5
10014,high income,A,MANHATTAN,Donuts,7.17
10014,high income,A,MANHATTAN,English,9.5
10014,high income,A,MANHATTAN,Filipino,9.5
10014,high income,A,MANHATTAN,French,7.43
10014,high income,A,MANHATTAN,Hamburgers,6.67
10014,high income,A,MANHATTAN,Hotdogs,11.5
10014,high income,A,MANHATTAN,Irish,7.25
10014,high income,A,MANHATTAN,Italian,9.08
10014,high income,A,MANHATTAN,Japanese,9.23
10014,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",2.0
10014,high income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.2
10014,high income,A,MANHATTAN,Mediterranean,11.14
10014,high income,A,MANHATTAN,Mexican,7.62
10014,high income,A,MANHATTAN,Pizza,9.17
10014,high income,A,MANHATTAN,Russian,9.5
10014,high income,A,MANHATTAN,Sandwiches,7.5
10014,high income,A,MANHATTAN,Seafood,9.33
10014,high income,A,MANHATTAN,Soups & Sandwiches,9.25
10014,high income,A,MANHATTAN,Spanish,11.33
10014,high income,A,MANHATTAN,Tex-Mex,7.73
10014,high income,A,MANHATTAN,Vegetarian,11.0
10014,high income,B,MANHATTAN,American,18.33
10014,high income,B,MANHATTAN,Asian,19.5
10014,high income,B,MANHATTAN,Caf̩/Coffee/Tea,21.0
10014,high income,B,MANHATTAN,Chinese,17.0
10014,high income,B,MANHATTAN,Hamburgers,19.0
10014,high income,B,MANHATTAN,Hotdogs,16.0
10014,high income,B,MANHATTAN,Irish,16.0
10014,high income,B,MANHATTAN,Italian,19.33
10014,high income,B,MANHATTAN,Japanese,21.0
10014,high income,B,MANHATTAN,Pizza,14.5
10014,high income,B,MANHATTAN,Seafood,20.0
10014,high income,B,MANHATTAN,Spanish,24.0
10014,high income,C,MANHATTAN,American,42.0
10014,high income,C,MANHATTAN,Caf̩/Coffee/Tea,33.0
10014,high income,C,MANHATTAN,Mediterranean,28.0
10014,high income,C,MANHATTAN,Seafood,48.0
10014,high income,C,MANHATTAN,Spanish,33.0
10014,high income,C,MANHATTAN,Vegetarian,29.0
10014,high income,P,MANHATTAN,American,5.0
10014,high income,P,MANHATTAN,Seafood,10.0
10014,high income,Z,MANHATTAN,American,31.0
10014,medium income,A,MANHATTAN,American,10.25
10014,medium income,B,MANHATTAN,American,23.5
10016,high income,A,MANHATTAN,American,9.36
10016,high income,A,MANHATTAN,Asian,7.75
10016,high income,A,MANHATTAN,Bagels/Pretzels,9.54
10016,high income,A,MANHATTAN,Bakery,9.0
10016,high income,A,MANHATTAN,Bangladeshi,8.5
10016,high income,A,MANHATTAN,Barbecue,9.25
10016,high income,A,MANHATTAN,"Bottled beverages, including water, sodas, juices, etc.",10.0
10016,high income,A,MANHATTAN,Caf̩/Coffee/Tea,6.24
10016,high income,A,MANHATTAN,Chicken,10.0
10016,high income,A,MANHATTAN,Chinese,9.72
10016,high income,A,MANHATTAN,Chinese/Japanese,11.33
10016,high income,A,MANHATTAN,Continental,9.0
10016,high income,A,MANHATTAN,Delicatessen,10.4
10016,high income,A,MANHATTAN,Donuts,9.29
10016,high income,A,MANHATTAN,French,9.0
10016,high income,A,MANHATTAN,Hamburgers,9.13
10016,high income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",10.33
10016,high income,A,MANHATTAN,Indian,9.83
10016,high income,A,MANHATTAN,Irish,10.26
10016,high income,A,MANHATTAN,Italian,10.46
10016,high income,A,MANHATTAN,Japanese,9.52
10016,high income,A,MANHATTAN,Jewish/Kosher,8.57
10016,high income,A,MANHATTAN,Korean,9.62
10016,high income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.75
10016,high income,A,MANHATTAN,Mediterranean,10.33
10016,high income,A,MANHATTAN,Mexican,10.58
10016,high income,A,MANHATTAN,Middle Eastern,10.33
10016,high income,A,MANHATTAN,Pakistani,10.67
10016,high income,A,MANHATTAN,Pizza,9.25
10016,high income,A,MANHATTAN,Pizza/Italian,10.62
10016,high income,A,MANHATTAN,Salads,6.75
10016,high income,A,MANHATTAN,Sandwiches,6.73
10016,high income,A,MANHATTAN,Sandwiches/Salads/Mixed Buffet,6.5
10016,high income,A,MANHATTAN,Scandinavian,9.75
10016,high income,A,MANHATTAN,Soups & Sandwiches,8.71
10016,high income,A,MANHATTAN,Steak,9.5
10016,high income,A,MANHATTAN,Tex-Mex,11.0
10016,high income,A,MANHATTAN,Thai,11.71
10016,high income,A,MANHATTAN,Turkish,7.44
10016,high income,B,MANHATTAN,American,18.53
10016,high income,B,MANHATTAN,Asian,25.0
10016,high income,B,MANHATTAN,Bagels/Pretzels,19.0
10016,high income,B,MANHATTAN,Bangladeshi,23.0
10016,high income,B,MANHATTAN,Chinese,18.0
10016,high income,B,MANHATTAN,Chinese/Japanese,18.0
10016,high income,B,MANHATTAN,Continental,15.0
10016,high income,B,MANHATTAN,Delicatessen,23.0
10016,high income,B,MANHATTAN,Donuts,16.67
10016,high income,B,MANHATTAN,French,18.4
10016,high income,B,MANHATTAN,Hamburgers,17.0
10016,high income,B,MANHATTAN,Indian,17.0
10016,high income,B,MANHATTAN,Irish,19.0
10016,high income,B,MANHATTAN,Italian,18.67
10016,high income,B,MANHATTAN,Japanese,18.67
10016,high income,B,MANHATTAN,Korean,17.25
10016,high income,B,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.0
10016,high income,B,MANHATTAN,Pizza/Italian,21.0
10016,high income,B,MANHATTAN,Tex-Mex,22.5
10016,high income,C,MANHATTAN,American,17.0
10016,high income,C,MANHATTAN,Chinese,17.0
10016,high income,C,MANHATTAN,Indian,28.5
10016,high income,C,MANHATTAN,Italian,37.5
10016,high income,C,MANHATTAN,Pizza,53.0
10016,high income,C,MANHATTAN,Pizza/Italian,45.0
10016,high income,P,MANHATTAN,Chinese,3.33
10016,high income,P,MANHATTAN,Chinese/Japanese,3.0
10016,high income,P,MANHATTAN,Hamburgers,2.0
10016,high income,P,MANHATTAN,Pakistani,10.0
10016,high income,Z,MANHATTAN,"Bottled beverages, including water, sodas, juices, etc.",23.0
10016,high income,Z,MANHATTAN,Indian,2.0
10016,high income,Z,MANHATTAN,Pizza,4.0
10016,low income,A,MANHATTAN,American,9.78
10016,low income,A,MANHATTAN,Bagels/Pretzels,10.67
10016,low income,A,MANHATTAN,Bakery,9.25
10016,low income,A,MANHATTAN,Caf̩/Coffee/Tea,5.9
10016,low income,A,MANHATTAN,Chinese,11.86
10016,low income,A,MANHATTAN,Delicatessen,10.4
10016,low income,A,MANHATTAN,Donuts,6.33
10016,low income,A,MANHATTAN,French,9.67
10016,low income,A,MANHATTAN,Hamburgers,9.25
10016,low income,A,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",10.33
10016,low income,A,MANHATTAN,Irish,10.43
10016,low income,A,MANHATTAN,Italian,10.14
10016,low income,A,MANHATTAN,Japanese,10.5
10016,low income,A,MANHATTAN,Jewish/Kosher,9.33
10016,low income,A,MANHATTAN,Korean,7.5
10016,low income,A,MANHATTAN,Mexican,10.0
10016,low income,A,MANHATTAN,Pizza,7.33
10016,low income,A,MANHATTAN,Salads,6.75
10016,low income,A,MANHATTAN,Sandwiches,7.14
10016,low income,A,MANHATTAN,Sandwiches/Salads/Mixed Buffet,6.5
10016,low income,A,MANHATTAN,Scandinavian,9.75
10016,low income,A,MANHATTAN,Steak,7.33
10016,low income,A,MANHATTAN,Thai,11.2
10016,low income,A,MANHATTAN,Turkish,8.25
10016,low income,B,MANHATTAN,American,18.67
10016,low income,B,MANHATTAN,Bagels/Pretzels,19.0
10016,low income,B,MANHATTAN,Chinese,21.5
10016,low income,B,MANHATTAN,Delicatessen,23.0
10016,low income,B,MANHATTAN,Italian,15.0
10016,low income,B,MANHATTAN,Japanese,18.25
10016,low income,C,MANHATTAN,American,3.0
10016,low income,C,MANHATTAN,Chinese,17.0
10016,low income,C,MANHATTAN,Italian,43.0
10016,low income,P,MANHATTAN,Chinese,4.0
10016,medium income,A,MANHATTAN,American,9.0
10016,medium income,A,MANHATTAN,Caf̩/Coffee/Tea,8.8
10017,high income,A,MANHATTAN,American,9.01
10017,high income,A,MANHATTAN,Bakery,7.4
10017,high income,A,MANHATTAN,Caf̩/Coffee/Tea,6.14
10017,high income,A,MANHATTAN,Chicken,8.0
10017,high income,A,MANHATTAN,Chinese,11.67
10017,high income,A,MANHATTAN,Continental,8.0
10017,high income,A,MANHATTAN,Delicatessen,10.13
10017,high income,A,MANHATTAN,Donuts,7.58
10017,high income,A,MANHATTAN,French,9.0
10017,high income,A,MANHATTAN,German,12.33
10017,high income,A,MANHATTAN,Greek,9.89
10017,high income,A,MANHATTAN,Hotdogs,8.8
10017,high income,A,MANHATTAN,Indian,9.86
10017,high income,A,MANHATTAN,Irish,9.65
10017,high income,A,MANHATTAN,Italian,9.97
10017,high income,A,MANHATTAN,Japanese,9.61
10017,high income,A,MANHATTAN,Jewish/Kosher,9.56
10017,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",8.0
10017,high income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.83
10017,high income,A,MANHATTAN,Mediterranean,9.85
10017,high income,A,MANHATTAN,Mexican,8.47
10017,high income,A,MANHATTAN,Pizza,9.44
10017,high income,A,MANHATTAN,Pizza/Italian,10.0
10017,high income,A,MANHATTAN,Salads,7.67
10017,high income,A,MANHATTAN,Sandwiches,7.48
10017,high income,A,MANHATTAN,Sandwiches/Salads/Mixed Buffet,9.6
10017,high income,A,MANHATTAN,Seafood,8.0
10017,high income,A,MANHATTAN,Soups & Sandwiches,8.91
10017,high income,A,MANHATTAN,Spanish,9.33
10017,high income,A,MANHATTAN,Steak,9.73
10017,high income,A,MANHATTAN,Thai,8.83
10017,high income,A,MANHATTAN,Turkish,9.33
10017,high income,A,MANHATTAN,Vegetarian,8.0
10017,high income,A,MANHATTAN,Vietnamese/Cambodian/Malaysia,7.75
10017,high income,B,MANHATTAN,American,21.33
10017,high income,B,MANHATTAN,Chicken,24.0
10017,high income,B,MANHATTAN,Chinese,26.0
10017,high income,B,MANHATTAN,Delicatessen,20.89
10017,high income,B,MANHATTAN,Indian,15.0
10017,high income,B,MANHATTAN,Irish,18.75
10017,high income,B,MANHATTAN,Italian,19.25
10017,high income,B,MANHATTAN,Japanese,20.25
10017,high income,B,MANHATTAN,Mediterranean,20.5
10017,high income,B,MANHATTAN,Mexican,20.0
10017,high income,B,MANHATTAN,Pizza,26.0
10017,high income,B,MANHATTAN,Spanish,18.33
10017,high income,B,MANHATTAN,Thai,25.0
10017,high income,C,MANHATTAN,American,36.43
10017,high income,C,MANHATTAN,Irish,40.0
10017,high income,C,MANHATTAN,Japanese,34.0
10017,high income,C,MANHATTAN,Pizza,32.0
10017,high income,C,MANHATTAN,Thai,18.0
10017,high income,P,MANHATTAN,American,3.0
10017,high income,P,MANHATTAN,Bakery,2.0
10017,high income,P,MANHATTAN,Chinese,4.0
10017,high income,P,MANHATTAN,Indian,10.0
10017,high income,P,MANHATTAN,Japanese,15.0
10017,high income,Z,MANHATTAN,American,21.5
10017,high income,Z,MANHATTAN,Chinese,21.0
10017,high income,Z,MANHATTAN,"Juice, Smoothies, Fruit Salads",6.0
10017,low income,A,MANHATTAN,American,8.86
10017,low income,A,MANHATTAN,Caf̩/Coffee/Tea,6.0
10017,low income,A,MANHATTAN,Delicatessen,8.75
10017,low income,A,MANHATTAN,French,9.0
10017,low income,A,MANHATTAN,German,12.33
10017,low income,A,MANHATTAN,Irish,11.5
10017,low income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",8.0
10017,low income,A,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.83
10017,low income,A,MANHATTAN,Mediterranean,8.33
10017,low income,A,MANHATTAN,Pizza,9.88
10017,low income,A,MANHATTAN,Salads,7.67
10017,low income,A,MANHATTAN,Sandwiches,6.67
10017,low income,A,MANHATTAN,Seafood,5.33
10017,low income,A,MANHATTAN,Soups & Sandwiches,11.67
10017,low income,A,MANHATTAN,Steak,9.5
10017,low income,A,MANHATTAN,Vietnamese/Cambodian/Malaysia,7.75
10017,low income,B,MANHATTAN,American,21.75
10017,low income,B,MANHATTAN,Delicatessen,24.0
10017,low income,B,MANHATTAN,Irish,20.5
10017,low income,C,MANHATTAN,Irish,40.0
10017,low income,Z,MANHATTAN,"Juice, Smoothies, Fruit Salads",6.0
10017,medium income,A,MANHATTAN,American,9.67
10017,medium income,A,MANHATTAN,Donuts,4.75
10017,medium income,A,MANHATTAN,Greek,12.0
10017,medium income,A,MANHATTAN,Hotdogs,8.8
10017,medium income,A,MANHATTAN,Italian,9.6
10017,medium income,A,MANHATTAN,Pizza/Italian,10.2
10017,medium income,A,MANHATTAN,Sandwiches,2.0
10017,medium income,A,MANHATTAN,Steak,10.25
10017,medium income,B,MANHATTAN,American,15.0
10017,medium income,B,MANHATTAN,Sandwiches,21.0
10017,medium income,P,MANHATTAN,Greek,3.0
10018,high income,A,MANHATTAN,American,9.02
10018,high income,A,MANHATTAN,Caf̩/Coffee/Tea,8.0
10018,high income,A,MANHATTAN,Chicken,9.0
10018,high income,A,MANHATTAN,Chinese,12.0
10018,high income,A,MANHATTAN,Donuts,9.5
10018,high income,A,MANHATTAN,Hamburgers,6.67
10018,high income,A,MANHATTAN,Indian,9.67
10018,high income,A,MANHATTAN,Italian,10.0
10018,high income,A,MANHATTAN,Japanese,7.5
10018,high income,A,MANHATTAN,Jewish/Kosher,10.38
10018,high income,A,MANHATTAN,"Juice, Smoothies, Fruit Salads",9.5
10018,high income,A,MANHATTAN,Korean,8.0
10018,high income,A,MANHATTAN,Mexican,8.67
10018,high income,A,MANHATTAN,Other,12.0
10018,high income,A,MANHATTAN,Pizza,12.0
10018,high income,A,MANHATTAN,Pizza/Italian,11.25
10018,high income,A,MANHATTAN,Salads,7.0
10018,high income,A,MANHATTAN,Sandwiches,8.2
10018,high income,A,MANHATTAN,Sandwiches/Salads/Mixed Buffet,7.5
10018,high income,A,MANHATTAN,Soups & Sandwiches,6.2
10018,high income,A,MANHATTAN,Southwestern,10.5
10018,high income,B,MANHATTAN,American,19.0
10018,high income,B,MANHATTAN,Caf̩/Coffee/Tea,14.0
10018,high income,B,MANHATTAN,Indian,26.0
