INCOME LEVEL,DBA,STREET
medium income,RALPH'S FAMOUS ITALIAN ICES,CLINTONVILLE STREET
medium income,NIKITAS PLACE,UTOPIA PKWY
medium income,VERDI RESTAURANT,CROSS ISLAND PARKWAY
medium income,CHILLATO,154TH ST
medium income,IL NOCELLO RISTORANTE ITALIANO,150 STREET
medium income,WHITESTONE DINER,14 AVENUE
medium income,NATHANIEL'S BAKERY,UTOPIA PKWY
medium income,APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD
medium income,GIGI'S PIZZERIA,FRANCIS LEWIS BOULEVARD
medium income,TO STEKI,FRANCIS LEWIS BLVD
medium income,JAGERHAUS GASTROPUB,149TH ST
medium income,THE VILLAGE GREEN,150TH ST
medium income,DUNKIN',CLINTONVILLE STREET
medium income,CARVEL ICE CREAM,14 AVENUE
medium income,MIKE & MAGGIE'S PIZZERIA,149 STREET
medium income,CASA ASIA,14 AVENUE
medium income,PARKWAY PIZZA,UTOPIA PKWY
medium income,COFFEE MONSTER,154TH ST
medium income,COFFEE LAB 38,CLINTONVILLE ST
low income,SOLIMAR GRILL,BEACH AVENUE
low income,AL-IMAN GRILL AND BAKERY,BOSTON ROAD
low income,LONG XIN CHINESE KITCHEN,BOSTON ROAD
low income,ARCHER PIZZA,ARCHER STREET
low income,LUNG FONG  RESTAURANT,EAST  180 STREET
low income,JIMBO'S HAMBURGER PALACE,DEVOE AVENUE
low income,RANCH RESTAURANT,SOUTHERN BOULEVARD
low income,RUBY'S RESTAURANT,VAN NEST AVENUE
low income,LUCKY HOUSE CHINESE RESTAURANT,EAST TREMONT AVENUE
low income,TEXAS CHICKEN & BURGERS,EAST TREMONT AVENUE
low income,ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD
low income,SUBWAY,BOSTON ROAD
low income,FOOD HAI CHINESE RESTAURANT,BOSTON ROAD
low income,NORTH STAR CAFE,EAST TREMONT AVENUE
low income,SUBWAY,BOSTON ROAD
low income,IHOP,EAST  174 STREET
low income,3D'S LEGACY SALAD & GRILL,MORRIS PARK AVENUE
low income,MCDONALD'S RESTAURANT,BOSTON ROAD
low income,BAKERY & PARTY SUPPLY BY MARTHA,EAST  180 STREET
low income,DUNKIN',EAST TREMONT AVENUE
low income,KENNEDY FRIED CHICKEN,EAST TREMONT AVENUE
low income,BURGER KING,EAST  174 STREET
low income,TWIN DONUT,EAST TREMONT AVENUE
low income,PIZZA ITALIA 1,EAST  180 STREET
low income,BIG APPLE CHINESE BUFFET & TAKE OUT,EAST TREMONT AVENUE
low income,JUMBO KITCHEN,SOUTHERN BOULEVARD
low income,ROY'S RESTAURNT & BAR,EAST TREMONT AVENUE
low income,EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE
low income,TREMONT PIZZA,EAST TREMONT AVENUE
low income,LOVE GARDEN,EAST  180 STREET
low income,SANBRA DOOR RESTAURANT,EAST TREMONT AVENUE
low income,ALITALIA PIZZA RESTAURANT,EAST TREMONT AVENUE
low income,10 02 LOUNGE AND RESTAURANT,E TREMONT AVE
low income,LONG XIN CHINESE KITCHEN,BOSTON ROAD
low income,DOMINO'S,EAST TREMONT AVENUE
low income,CHINESE FRIED CHICKEN,EAST  174 STREET
low income,MCDONALD'S,EAST TREMONT AVENUE
low income,LUCKY HOUSE CHINESE RESTAURANT,EAST TREMONT AVENUE
low income,ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD
low income,POPEYES,EAST  174 STREET
low income,TACO BELL,EAST  174 STREET
low income,LONG XIN CHINESE KITCHEN,BOSTON ROAD
low income,JOJO PIZZA #2,EAST  180 STREET
low income,DUNKIN',SOUTHERN BOULEVARD
low income,LECHONERA POLLO SABROSO DEL VALLE,EAST  174 STREET
low income,TEXAS CHICKEN & BURGERS,CROTONA PARKWAY
low income,LUNG FONG  RESTAURANT,EAST  180 STREET
low income,ALITALIA PIZZA RESTAURANT,EAST TREMONT AVENUE
low income,NORTH STAR CAFE,EAST TREMONT AVENUE
low income,SUBWAY,BOSTON ROAD
low income,ROY'S RESTAURNT & BAR,EAST TREMONT AVENUE
low income,TEXAS CHICKEN & BURGERS,EAST TREMONT AVENUE
low income,SUBWAY,BOSTON ROAD
low income,DUNKIN',SOUTHERN BOULEVARD
low income,EL NUEVO VALLE #2 RESTAURANT LECHONERA,EAST  180 STREET
low income,JOE'S PIZZA,ARCHER STREET
low income,Kennedy Fried Chicken,EAST  174 STREET
low income,CARIBBEAN SUNSHINE RESTAURANT,EAST TREMONT AVENUE
low income,RANCH RESTAURANT,SOUTHERN BOULEVARD
low income,SANBRA DOOR RESTAURANT,EAST TREMONT AVENUE
low income,TREMONT PIZZA,EAST TREMONT AVENUE
low income,DUNKIN',SOUTHERN BOULEVARD
low income,CHINESE FRIED CHICKEN,EAST  174 STREET
low income,SUBWAY,EAST  174 STREET
low income,MCDONALD'S,EAST TREMONT AVENUE
low income,NEXT STOP VEGAN,TAYLOR AVENUE
low income,TAQUERIA LUPITA II,EAST TREMONT AVENUE
low income,DUNKIN',EAST TREMONT AVENUE
low income,YOSMAILY'S JUICE BAR & CAFE,EAST  180 STREET
low income,WILD ASIA,SOUTHERN BOULEVARD
low income,KENNEDY FRIED CHICKEN,ARCHER STREET
low income,AFRICAN MARKET (BABOON CAFE),SOUTHERN BOULEVARD
low income,SUNDAE SHOP & SNACKS,SOUTHERN BOULEVARD
low income,THE PECKING ORDER,SOUTHERN BOULEVARD
low income,DANCING CRANE CAFE (BX ZOO),SOUTHERN BOULEVARD
low income,ZOO BREWS-BRONX ZOO,SOUTHERN BOULEVARD
low income,NEW HONG KONG RESTAURANT I,EAST TREMONT AVENUE
low income,TERRACE CAFE,SOUTHERN BOULEVARD
low income,JUMBO KITCHEN,SOUTHERN BOULEVARD
low income,LOVE GARDEN,EAST  180 STREET
low income,EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE
low income,Kennedy Fried Chicken,EAST  174 STREET
low income,DIPPIN' DOTS,SOUTHERN BOULEVARD
low income,KENNEDY FRIED CHICKEN,EAST TREMONT AVENUE
low income,GRIZZLY GROUNDS,SOUTHERN BOULEVARD
low income,JIMBO'S HAMBURGER PALACE,DEVOE AVENUE
low income,SOLIMAR GRILL,BEACH AVENUE
low income,ARCHER PIZZA,ARCHER STREET
low income,PIZZA ITALIA 1,EAST  180 STREET
low income,BAKERY & PARTY SUPPLY BY MARTHA,EAST  180 STREET
low income,ROY'S RESTAURNT & BAR,EAST TREMONT AVENUE
low income,LUKE'S PIZZA,SOUTHERN BOULEVARD
low income,MORENA RESTAURANT,EAST  163 STREET
low income,STAR RESTAURANT,WESTCHESTER AVENUE
low income,DUNKIN',HUNTS POINT AVENUE
low income,NEW SHENG CHINESE KITCHEN,EAST  167 STREET
low income,GREAT WALL KITCHEN,PROSPECT AVENUE
low income,WHITE CASTLE,WESTCHESTER AVENUE
low income,NEW LUCKY STAR,SOUTHERN BOULEVARD
low income,MCDONALDS,HUNTS POINT AVENUE
low income,SUBWAY,LONGWOOD AVENUE
low income,NEW EAST STAR,WESTCHESTER AVENUE
low income,EL DESPERTAR MARLENE,PROSPECT AVENUE
low income,JERRY'S COFFEE SHOP,LONGWOOD AVENUE
low income,KING GRILL RESTAURANT,EAST  169 STREET
low income,DUNKIN',PROSPECT AVENUE
low income,KING SUNSHINE #2 JERK CENTER,WESTCHESTER AVENUE
low income,KENNEDY CHICKEN AND PIZZA,INTERVALE AVENUE
low income,PROSPECT COFFEE SHOP,PROSPECT AVENUE
low income,Zhu's kitchen,EAST  167 STREET
low income,MARIO'S PIZZA 2,WESTCHESTER AVENUE
low income,TACOS LOS TIGRES DEL BRONX,LONGWOOD AVENUE
low income,TIA DELI JUICE,EAST  167 STREET
low income,KENNEDY'S CHICKEN & SANDWICHES,SOUTHERN BOULEVARD
low income,KENNEDY FRIED CHICKEN & PIZZERIA,LONGWOOD AVENUE
low income,JUICEADE,SOUTHERN BOULEVARD
low income,GOOD TASTE RESTAURANT,WESTCHESTER AVENUE
low income,LA MORENA RESTAURANT,TIFFANY STREET
low income,LECHONERA POLLO SABROSO RESTAURANT,SOUTHERN BOULEVARD
low income,DUNKIN',WESTCHESTER AVENUE
low income,Kennedy Fried Chicken,EAST  167 STREET
low income,KENNEDY'S CHICKEN & SANDWICHS,EAST  163 STREET
low income,SUBWAY,EAST  163 STREET
low income,FOOD BO GARDEN RESTAURANT,EAST  163 STREET
low income,CARIDAD LIGHT FOOD,EAST  165 STREET
low income,EL VALLE RESTAURANT,WESTCHESTER AVENUE
low income,DISTRIBUIDORA SAN MARCOS,INTERVALE AVENUE
low income,TEXAS CHICKEN & BURGERS,WESTCHESTER AVENUE
low income,BIARRITZ BAKERY,EAST  167 STREET
low income,BURGER KING,SOUTHERN BOULEVARD
low income,LUKE'S PIZZA,SOUTHERN BOULEVARD
low income,MCDONALDS,HUNTS POINT AVENUE
low income,KENNEDY FRIED CHICKEN & PIZZERIA,LONGWOOD AVENUE
low income,DUNKIN',WESTCHESTER AVENUE
low income,HAPPY WOK NO.1,SOUTHERN BOULEVARD
low income,KING SUNSHINE #2 JERK CENTER,WESTCHESTER AVENUE
low income,COLONY FRIED CHICKEN,PROSPECT AVENUE
low income,JIMBO'S HAMBURGER PALACE,EAST  163 STREET
low income,DON CHILE MEXICAN GRILL,SOUTHERN BOULEVARD
low income,GEORGINA RESTAURANT,EAST  163 STREET
low income,ANTOJITOS ELOHIM,WESTCHESTER AVENUE
low income,BRIANNA'S PIZZERIA,PROSPECT AVE
low income,DUNKIN',WESTCHESTER AVENUE
low income,Kennedy Fried Chicken,EAST  167 STREET
low income,KING'S CHEF CHINESE RESTAURANT,PROSPECT AVENUE
low income,EXITO BAR & LOUNGE,EAST  165 STREET
low income,DUNKIN',HUNTS POINT AVENUE
low income,SAN GERMAN CUCHIFRITO,TIFFANY STREET
low income,DISTRIBUIDORA SAN MARCOS,INTERVALE AVENUE
low income,GREAT WALL KITCHEN,PROSPECT AVENUE
low income,PROSPECT COFFEE SHOP,PROSPECT AVENUE
low income,DUNKIN',PROSPECT AVENUE
low income,T-BROTHERS PIZZERIA,ALDUS STREET
low income,SUPER CROWN'S FRIED CHICKEN & PIZZA,PROSPECT AVENUE
low income,SUBWAY,LONGWOOD AVENUE
low income,KING GRILL RESTAURANT,EAST  169 STREET
low income,MARIO'S PIZZA 2,WESTCHESTER AVENUE
low income,DUNKIN',PROSPECT AVENUE
low income,GIRALDA BAKERY,EAST  163 STREET
low income,DISTRIBUIDORA SAN MARCOS,INTERVALE AVENUE
low income,SUPER CROWN'S FRIED CHICKEN & PIZZA,PROSPECT AVENUE
low income,MARGHERITA'S PIZZA,EAST  163 STREET
low income,NEW SHENG CHINESE KITCHEN,EAST  167 STREET
low income,PARILLA AZTECA,WESTCHESTER AVENUE
low income,THE JUICER SHACK,SOUTHERN BOULEVARD
low income,Giovaniâ€™s Big Pizza,PROSPECT AVENUE
low income,DOMINO'S PIZZA,SOUTHERN BOULEVARD
low income,GREAT WALL KITCHEN,PROSPECT AVENUE
low income,NEW LUCKY STAR,SOUTHERN BOULEVARD
low income,LA PLAZA DEL POLLO,WESTCHESTER AVENUE
low income,CHECKERS,SOUTHERN BOULEVARD
low income,TIA DELI JUICE,EAST  167 STREET
low income,DAISY'S PIZZA WINGS & BURGERS,LONGWOOD AVENUE
low income,LA NUEVA GIRALDA BAKERY,WESTCHESTER AVENUE
low income,AMOR BAKERY NO 2,PROSPECT AVENUE
low income,JUICEADE,SOUTHERN BOULEVARD
low income,KING GRILL RESTAURANT,EAST  169 STREET
low income,NATIONAL BAKERY,INTERVALE AVENUE
low income,LITTLE CAESARS,SOUTHERN BOULEVARD
low income,NO. 1 KITCHEN,PROSPECT AVENUE
low income,GIRALDA BAKERY,EAST  163 STREET
low income,KENNEDY FRIED CHICKEN & PIZZERIA,LONGWOOD AVENUE
low income,SUBWAY,LONGWOOD AVENUE
low income,KENNEDY FRIED CHICKEN & PIZZA,PROSPECT AVENUE
low income,MIRELI RESTAURANT,WESTCHESTER AVENUE
low income,KENNEDY'S CHICKEN & SANDWICHES,SOUTHERN BOULEVARD
low income,MCDONALDS,HUNTS POINT AVENUE
low income,MARIO'S PIZZA 2,WESTCHESTER AVENUE
low income,FOOD BO GARDEN RESTAURANT,EAST  163 STREET
low income,JOHNNY'S BAKERY,PROSPECT AVENUE
low income,EL VALLE RESTAURANT,WESTCHESTER AVENUE
low income,STAR RESTAURANT,WESTCHESTER AVENUE
low income,LECHONERA POLLO SABROSO RESTAURANT,SOUTHERN BOULEVARD
low income,LUKE'S PIZZA,SOUTHERN BOULEVARD
low income,TEXAS CHICKEN & BURGERS,WESTCHESTER AVENUE
low income,WHITE CASTLE,WESTCHESTER AVENUE
low income,ALLEN RESTAURANT,RANDALL AVENUE
low income,DELFINI,TIFFANY STREET
low income,MCDONALD'S,GARRISON AVENUE
low income,HAPPY GARDEN,SPOFFORD AVE
low income,XINYA,HUNTS POINT AVENUE
low income,KENNEDY FRIED CHICKEN,HUNTS POINT AVENUE
low income,ALBERT'S COFFEE SHOP,HUNTS POINT AVENUE
low income,CITY TAMALE,OAKPOINT AVENUE
low income,NEW PEPERONI'S PIZZA,LAFAYETTE AVENUE
low income,EL TRAILERO RESTAURANT,RANDALL AVENUE
low income,SOUTHSIDE CAFE (Produce Market),HUNTS POINT TERMINAL MARKET
low income,MILLY'S CORNER RESTAURANT AND BAR,LONGWOOD AVENUE
low income,HUNTS POINT JUICE BAR & DELI,MANIDA STREET
low income,XINYA,HUNTS POINT AVENUE
low income,THE POINT CAFE & GRILL,HUNTS POINT AVENUE
low income,MARKET RESTAURANT (C-D BLOCK),FOOD CENTER DRIVE
low income,XIN RONG,HUNTS POINT AVENUE
low income,XINYA,HUNTS POINT AVENUE
low income,VALENCIA COFFEE ROOM,EDGEWATER ROAD
low income,BALDOR SPECIALTY FOODS,FOOD CENTER DRIVE
low income,THE BOOGIE DOWN GRIND CAFE,SENECA AVENUE
low income,OASIS COFFEE SHOP,TIFFANY STREET
low income,MCDONALD'S,GARRISON AVENUE
low income,CLUB W,HUNTS POINT AVENUE
low income,RANDALL RESTAURANT,RANDALL AVENUE
low income,DUNKIN',GARRISON AVENUE
low income,BASCOM CATERING & EVENTS,GARRISON AVENUE
low income,FRATILLI'S PIZZA & CAFE,HUNTS POINT AVENUE
low income,ALBERT'S COFFEE SHOP,HUNTS POINT AVENUE
low income,ALLEN RESTAURANT,RANDALL AVENUE
low income,MILLY'S CORNER RESTAURANT AND BAR,LONGWOOD AVENUE
low income,HUNTS POINT JUICE BAR & DELI,MANIDA STREET
low income,EMPANADAS MONUMENTAL,MELROSE AVENUE
low income,THE BEST ITALIAN PIZZA,EAST  149 STREET
low income,IVY JUICE BAR & DELI INC,EAST  149 STREET
low income,NEW LITTLE CHOPSTICKS,LEGGETT AVENUE
low income,KENNEDY FRIED CHICKEN,EAST  152 STREET
low income,LULU JUICY FRUIT,SOUTHERN BOULEVARD
low income,KFC,EAST  149 STREET
low income,DELICIOSO RESTAURANT,EAST  149 STREET
low income,CHICANITO,EAST  153 STREET
low income,MARGARITA'S,AVENUE SAINT JOHN
low income,TEXAS CHICKEN &BURGER,WILLIS AVENUE
low income,BB JUICE BAR,EAST  149 STREET
low income,LAILEILEI JUICE & SNACK BAR,WESTCHESTER AVENUE
low income,EL VALLE RESTAURANT,SOUTHERN BOULEVARD
low income,COFFEE DELIGHT,WILLIS AVENUE
low income,NOCHES MEXICANAS,BROOK AVENUE
low income,VENICE,EAST  149 STREET
low income,EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD
low income,99 CENTS HOT PIZZA,WILLIS AVENUE
low income,BB PIZZA & DINE,SOUTHERN BOULEVARD
low income,HONG KONG JACKIE CHINESE RESTAURANT,MELROSE AVENUE
low income,LA PASTORA BAKERY,EAST  152 STREET
low income,TAQUERIA EL CEBOLLIN,SOUTHERN BOULEVARD
low income,LA ISLA CUCHIFRITOS,WILLIS AVENUE
low income,DUNKIN',3 AVENUE
low income,SEIS VECINOS RESTAURANT,PROSPECT AVENUE
low income,619 BAR & RESTAURANT EL SALVADORENO,EAST  151 STREET
low income,D'ANGEL BILLIARDS,EAST  149 STREET
low income,NEW WOK,BROOK AVENUE
low income,3-J RESTAURANT AND PIZZA,PROSPECT AVENUE
low income,STARBUCKS,EAST  149 STREET
low income,LA ESPIGA MEXICAN RESTAURANT,SOUTHERN BOULEVARD
low income,LISSETT OMAR,EAST  149 STREET
low income,NEW CHINA RESTAURANT WANG,3 AVENUE
low income,BONA CAFE PIZZERIA,WESTCHESTER AVENUE
low income,PATRON MEXICAN RESTAURANT,EAST  152 STREET
low income,TACOS EL TORITO VERSATILE,MELROSE AVENUE
low income,SUBWAY,EAST  149 STREET
low income,RUINAS DE COPAN,BROOK AVENUE
low income,BB JUICE BAR,EAST  149 STREET
low income,PASTELES CAPY,EAST  149 STREET
low income,PARRILLA LATINA STEAKHOUSE,MELROSE AVENUE
low income,JS PERRY'S DINER,3 AVENUE
low income,NOCHES MEXICANAS,BROOK AVENUE
low income,EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD
low income,TRIPLE 8 RESTAURANT,EAST  152 STREET
low income,XIUN WEI CHINESE RESTAURANT,WESTCHESTER AVENUE
low income,LITTLE CAESARS,EAST  149 STREET
low income,POPEYES,EAST  149 STREET
low income,HERO FACTORY,EAST  149 STREET
low income,PITUSA BAKERY,EAST  149 STREET
low income,FLORINDA RESTAURANT,PROSPECT AVENUE
low income,HING WONG RESTAURANT,WESTCHESTER AVENUE
low income,"DUNKIN', BASKIN ROBBINS",EAST  149 STREET
low income,HONG KONG JACKIE CHINESE RESTAURANT,MELROSE AVENUE
low income,KETSIE GROCERY,E 149TH ST
low income,XOCHIMILCO FAMILY REST,MELROSE AVENUE
low income,KN MI DELICIA BAKERY,3 AVENUE
low income,BOSTON MARKET,EAST  149 STREET
low income,EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD
low income,MCDONALD'S,3 AVENUE
low income,MEXICOCIANA,JACKSON AVENUE
low income,NOCHES MEXICANAS,BROOK AVENUE
low income,MCDONALD'S,WESTCHESTER AVENUE
low income,LOS NISPEROS PERUVIAN RESTAURANT,EAST  149 STREET
low income,ALWAYS HEALTHY (HERBAL LIFE),MELROSE AVENUE
low income,SUBWAY,EAST  149 STREET
low income,POPEYES,3 AVENUE
low income,JIMBO'S HAMBURGER PLACE,MELROSE AVENUE
low income,PIZZA HUT,WESTCHESTER AVENUE
low income,IVY JUICE BAR & DELI INC,EAST  149 STREET
low income,BB PIZZA & DINE,SOUTHERN BOULEVARD
low income,GAR PIZZERIA,MELROSE AVENUE
low income,TINA BAKERY,EAST  149 STREET
low income,TEXAS CHICKEN &BURGER,WILLIS AVENUE
low income,KFC,EAST  149 STREET
low income,VENICE,EAST  149 STREET
low income,EL VALLE RESTAURANT,SOUTHERN BOULEVARD
low income,EL VALLE RESTAURANT,MELROSE AVENUE
low income,STEAM FISH,EAST  149 STREET
low income,COFFEE DELIGHT,WILLIS AVENUE
low income,AUNTIE ANNE'S / CINNABON,3 AVENUE
low income,WENDY'S,EAST  149 STREET
low income,MARGARITA'S,AVENUE SAINT JOHN
low income,LANDIN MACARONI & CHEESE,MELROSE AVENUE
low income,FUH WAH RESTAURANT,EAST  149 STREET
low income,La Patrona,EAST  149 STREET
low income,NEW RED STAR,SOUTHERN BOULEVARD
low income,99 CENTS HOT PIZZA,WILLIS AVENUE
low income,MADISON CAFE,WILLIS AVENUE
low income,PAPA JOHN'S,WILLIS AVENUE
low income,KFC,EAST  149 STREET
low income,TEXAS CHICKEN &BURGER,WILLIS AVENUE
low income,WENDY'S,EAST  149 STREET
low income,LOS NISPEROS PERUVIAN RESTAURANT,EAST  149 STREET
low income,AMERICAN GRILL,3 AVENUE
low income,EL VALLE RESTAURANT,MELROSE AVENUE
low income,MCDONALD'S,3 AVENUE
low income,HING WONG RESTAURANT,WESTCHESTER AVENUE
low income,IVY JUICE BAR & DELI INC,EAST  149 STREET
low income,SUBWAY,EAST  149 STREET
low income,DUNKIN',EAST  149 STREET
low income,GRILL 149 PLUS,EAST  149 STREET
low income,SEIS VECINOS RESTAURANT,PROSPECT AVENUE
low income,La Patrona,EAST  149 STREET
low income,TRIPLE 8 RESTAURANT,EAST  152 STREET
low income,99 CENTS HOT PIZZA,WILLIS AVENUE
low income,GOOD TASTE GARDEN,EAST  149 STREET
low income,NEW RED STAR,SOUTHERN BOULEVARD
low income,LULU JUICY FRUIT,SOUTHERN BOULEVARD
low income,BURGER KING,EAST  149 STREET
low income,KENNEDY FRIED CHICKEN,LEGGETT AVENUE
low income,MAGGY'S PIZZA,LEGGETT AVENUE
low income,RMM LOUNGE,DAWSON STREET
low income,FRESCA PIZZA,EAST  149 STREET
low income,DOMINO'S,3 AVENUE
low income,LA ISLA CUCHIFRITOS,WILLIS AVENUE
low income,3-J RESTAURANT AND PIZZA,PROSPECT AVENUE
low income,NOCHES DE PALENQUE,SOUTHERN BOULEVARD
low income,LISSETT OMAR,EAST  149 STREET
low income,KAYLAH'S HUT,PROSPECT AVENUE
low income,SALSA ZONE,EAST  146 STREET
low income,TORI'S MEXICAN CUISINE,EAST  149 STREET
low income,CHICANITO,EAST  153 STREET
low income,619 BAR & RESTAURANT EL SALVADORENO,EAST  151 STREET
low income,TINA BAKERY,EAST  149 STREET
low income,DELICIOSO RESTAURANT,EAST  149 STREET
low income,KENNEDY FRIED CHICKEN,WESTCHESTER AVENUE
low income,AUNTIE ANNE'S / CINNABON,3 AVENUE
low income,PARRILLA LATINA STEAKHOUSE,MELROSE AVENUE
low income,RUINAS DE COPAN,BROOK AVENUE
low income,THE BEST ITALIAN PIZZA,EAST  149 STREET
low income,GAR PIZZERIA,MELROSE AVENUE
low income,NUTRICION SALUD Y VIDA,MELROSE AVENUE
low income,CHINESE RESTAURANT,KISSENA BLVD
low income,CHEN MOMMY KITCHEN,45 AVENUE
low income,NEW SHENGJIN MEISHI,MAIN ST
low income,ICOOK BUFFET,41ST AVE
low income,GUPJI,41 AVENUE
low income,SAMBAK SAMBABJIP,150TH ST
low income,CHANGLE CUISINE,MAIN ST
low income,GOLDEN PALACE,DELONG ST
low income,VENICE PIZZA,BOWNE STREET
low income,RICO'S CHICKEN POLLOS A LA BRASA,45TH AVE
low income,NEW KISSENA CHINESE FOOD SHAO,KISSENA BLVD
low income,ULTRA SPICY HOUSE,KISSENA BLVD
low income,NEW SUN MARY BAKERY,41 ROAD
low income,HUABEI DUMPLING RAMEN,41ST AVE
low income,YUN'S BEST KITCHEN,KISSENA BLVD
low income,KISSENA CAFE,KISSENA BOULEVARD
low income,CHUN YANG,41ST AVE
low income,ASIAN GOURMET,MAIN STREET
low income,JIMMY'S RESTAURANT,COLLEGE POINT BLVD
low income,W & L RESTAURANT,KISSENA BLVD
low income,HANSHIN POCHA,41ST AVE
low income,SHIMIAODAO YUNAN RICE NOODLE,KISSENA BLVD
low income,BODAI VEGETARIAN RESTAURANT,MAIN ST
low income,MAOJIAOHUOLA,MAIN ST
low income,GOOD FORTUNE RESTAURANT,KISSENA BOULEVARD
low income,ANTHONY'S LUNCH ROOM,KISSENA BLVD
low income,SNOW SHOW FLUSHING,41ST AVE
low income,SUPER STAR KTV,SANFORD AVE
low income,CAMELLIA FAMILY,COLLEGE POINT BLVD
low income,OK RYAN RESTAURANT,COLLEGE POINT BLVD
low income,PARADISE ALLEY BAR,150 STREET
low income,HONGDAE KOREAN RESTAURANT,41ST AVE
low income,PHO BEST,MAIN STREET
low income,L.Q. PALACE (KTV KARAOKE),FULLER PL
low income,JIN DING XUAN,MAIN STREET
low income,NIU POT,MAIN STREET
low income,STARBUCKS,MAIN STREET
low income,MAPO B.B.Q,41ST AVE
low income,LAO CHAO BUNS,BOWNE ST
low income,GREEN RECIPES,45 AVENUE
low income,KUNG FU XIAO LONG BAO,MAIN ST
low income,RECOVERY ROOM,BOOTH MEMORIAL AVENUE
low income,Public House,MAPLE AVE
low income,BEEF BAR RESTAURANT,BOWNE ST
low income,FLOWER BROOK MIFEN HOUSE,KISSENA BLVD
low income,HUNDRED TASTE,MAIN STREET
low income,88 CANTEEN,MAIN ST
low income,SO GONG DONG TOFU HOUSE,41ST AVE
low income,HUOBAN BARBEQUE,HOLLY AVE
low income,SPICY EMPIRE,45TH AVE
low income,SAIGON KITCHEN,KISSENA BLVD
low income,ANDA CAFE,MAIN ST
low income,PHIL & SONS RESTAURANT & PIZZERIA,MAIN STREET
low income,COCO ROOSTER,MAIN ST
low income,NEW WOKS KITCHEN,KISSENA BLVD
low income,DA CHENG XIAO DIAN,MAIN ST
low income,YSL BAKERY,41ST AVE
low income,CARNATION BAKERY,KISSENA BOULEVARD
low income,FAY DA BAKERY,KISSENA BOULEVARD
low income,KE ZHANG,KISSENA BOULEVARD
low income,LAKE PAVILION,MAIN ST
low income,M & J HONG KONG STYLE,KISSENA BOULEVARD
low income,HAN JOO BBQ CYCJ,149TH PL
low income,FAY DA BAKERY,MAIN STREET
low income,CHUAN ZHU REN,41ST AVE
low income,HUNDRED TASTE,MAIN STREET
low income,EAST BUFFET & RESTAURANT,MAIN STREET
low income,HUI'S GARDEN,COLLEGE POINT BLVD
low income,JIN FENG FISH BALL,MAIN STREET
low income,NOBLESSE HOUSE,41ST AVE
low income,LCLE BAR,41 AVENUE
low income,ROSE CAKE HOUSE,MAIN ST
low income,HERO TANG,KISSENA BOULEVARD
low income,BIRYANI AND CHAT,KISSENA BOULEVARD
low income,DARO'S PIZZA,KISSENA BOULEVARD
low income,GOLDEN TREASURE SEAFOOD RESTAURANT,MAIN STREET
low income,YSL BAKERY,41ST AVE
low income,DUNKIN',KISSENA BOULEVARD
low income,UMI SUSHI & LOUNGE/ DR. SEA,PARSONS BLVD
low income,NEW STAR BAKERY,KISSENA BOULEVARD
low income,SHUN WON FLUSHING,MAIN ST
low income,MOMENT CAFE,45TH AVE
low income,DONGSHENG SHI FANG,MAIN ST
low income,XINYANG RESTAURANT,41 AVENUE
low income,SUBWAY,KISSENA BLVD
low income,NEW TASTY HOUSE,KISSENA BOULEVARD
low income,CHICKEN HOT POT,BOWNE ST
low income,SWEET HAUS CAFE,45TH AVE
low income,JKJ 41,41ST AVE
low income,NEW CHENG'S ORIENTAL EXPRESS,BOWNE ST
low income,EL RANCHITO DE DAISY,150 STREET
low income,TONG HAI TUNG BAKERY,MAIN STREET
low income,BEIJING STYLE BARBEQUE,BOWNE STREET
low income,HUA CHENG RESTAURANT,KISSENA BOULEVARD
low income,LAMB NOODLE SOUP,MAIN STREET
low income,NIGHT MARKET BBQ,PARSONS BLVD
low income,Sushi Burrito,MAIN STREET
low income,COLD DISH,KISSENA BLVD
low income,YOUZI SHANGHAI,MAIN STREET
low income,TONG'S CAFE,MAIN STREET
low income,ALLEY 41,41ST AVE
low income,HUNAN KITCHEN FLUSHING,MAIN ST
low income,GOOD TASTE 666,MAIN ST
low income,NANYANG KITCHEN,MAIN ST
low income,TEN JIN XEING BEING RESTAURANT,MAIN STREET
low income,TOST,KISSENA BLVD
low income,NEW SUPER SNACK INC,MAIN STREET
low income,JAN CHI MA EUL,BOWNE ST
low income,SPRING FISH VILLAGE,41 AVENUE
low income,PARTY WELL RESTAURANT & ORIENTAL BAKERY,41ST AVE
low income,J'S CONFECTIONS,KISSENA BLVD
low income,ICOOK BUFFET,41ST AVE
low income,NEW SUPER SNACK INC,MAIN STREET
low income,KUNG FU XIAO LONG BAO,MAIN ST
low income,KISSENA CAFE,KISSENA BOULEVARD
low income,DUNKIN',MAIN STREET
low income,KABUL KABAB HOUSE,MAIN STREET
low income,PHO BEST,MAIN STREET
low income,DOSA HUTT,BOWNE STREET
